ParticipantID,ScenarioMode,Date & Time
11,Competitive,12-04-2025

Current Time,CurrentPower,CurrentCadence,CurrentSpeed,CurrentHeartRate
12-04-2025 16:53:39,59,78.5,11,94
12-04-2025 16:53:40,59,78.5,11,96
12-04-2025 16:53:41,119,76.5,15,97
12-04-2025 16:53:42,149,75.5,16.6,97
12-04-2025 16:53:43,165,76,17.2,96
12-04-2025 16:53:44,170,78.5,17.4,96
12-04-2025 16:53:45,125,80,15.4,98
12-04-2025 16:53:46,125,80,15.4,101
12-04-2025 16:53:47,115,80,14.8,105
12-04-2025 16:53:48,133,80,15.7,108
12-04-2025 16:53:49,133,80,15.7,111
12-04-2025 16:53:50,118,80,15,114
12-04-2025 16:53:51,141,79.5,16.1,115
12-04-2025 16:53:52,138,80,15.9,117
12-04-2025 16:53:53,113,79.5,14.8,119
12-04-2025 16:53:54,148,80,16.6,121
12-04-2025 16:53:55,148,80,16.6,122
12-04-2025 16:53:56,153,80.5,16.8,123
12-04-2025 16:53:57,102,81,14.1,126
12-04-2025 16:53:58,102,81,14.1,127
12-04-2025 16:53:59,143,81,16.3,128
12-04-2025 16:54:00,113,80.5,14.8,129
12-04-2025 16:54:01,113,80.5,14.8,130
12-04-2025 16:54:02,128,80,15.4,130
12-04-2025 16:54:03,145,81,16.3,132
12-04-2025 16:54:04,123,81.5,15.2,132
12-04-2025 16:54:05,123,81.5,15.2,132
12-04-2025 16:54:06,120,81.5,15,132
12-04-2025 16:54:07,101,80.5,14.1,132
12-04-2025 16:54:08,101,80.5,14.1,132
12-04-2025 16:54:09,148,80,16.6,132
12-04-2025 16:54:10,150,81.5,16.6,132
12-04-2025 16:54:11,150,81.5,16.6,132
12-04-2025 16:54:12,154,83.5,16.8,133
12-04-2025 16:54:13,113,85,14.8,133
12-04-2025 16:54:14,113,85,14.8,134
12-04-2025 16:54:15,79,83,12.5,134
12-04-2025 16:54:16,106,79.5,14.3,135
12-04-2025 16:54:18,106,79.5,14.3,135
12-04-2025 16:54:19,186,79,18.1,136
12-04-2025 16:54:20,138,81,15.9,137
12-04-2025 16:54:21,138,81,15.9,137
12-04-2025 16:54:22,160,82.5,17,138
12-04-2025 16:54:23,125,84,15.4,139
12-04-2025 16:54:24,125,84,15.4,139
12-04-2025 16:54:25,124,84.5,15.2,140
12-04-2025 16:54:26,109,85,14.5,141
12-04-2025 16:54:27,109,85,14.5,142
12-04-2025 16:54:28,114,84,14.8,143
12-04-2025 16:54:29,136,81.5,15.9,144
12-04-2025 16:54:30,136,81.5,15.9,144
12-04-2025 16:54:31,155,82,16.8,145
12-04-2025 16:54:32,147,83,16.3,145
12-04-2025 16:54:33,133,83,15.7,146
12-04-2025 16:54:34,133,83,15.7,147
12-04-2025 16:54:35,157,84,16.8,147
12-04-2025 16:54:36,142,84,16.1,148
12-04-2025 16:54:37,120,83,15,148
12-04-2025 16:54:38,126,81.5,15.4,148
12-04-2025 16:54:39,126,81.5,15.4,148
12-04-2025 16:54:40,168,81,17.2,149
12-04-2025 16:54:41,168,81,17.2,149
12-04-2025 16:54:42,164,81.5,17.2,149
12-04-2025 16:54:43,124,81.5,15.2,150
12-04-2025 16:54:44,138,80.5,15.9,150
12-04-2025 16:54:45,133,80,15.7,151
12-04-2025 16:54:46,164,80,17.2,152
12-04-2025 16:54:47,161,82.5,17,152
12-04-2025 16:54:48,161,82.5,17,152
12-04-2025 16:54:49,125,84,15.4,153
12-04-2025 16:54:50,93,82.5,13.4,153
12-04-2025 16:54:51,93,82.5,13.4,153
12-04-2025 16:54:52,146,80.5,16.3,153
12-04-2025 16:54:53,160,79.5,17,153
12-04-2025 16:54:54,160,79.5,17,154
12-04-2025 16:54:55,152,78.5,16.6,154
12-04-2025 16:54:56,148,79,16.6,154
12-04-2025 16:54:57,148,79,16.6,154
12-04-2025 16:54:58,150,79,16.6,154
12-04-2025 16:54:59,154,79.5,16.8,154
12-04-2025 16:55:00,154,79.5,16.8,154
12-04-2025 16:55:01,147,80.5,16.3,154
12-04-2025 16:55:02,153,82.5,16.8,154
12-04-2025 16:55:03,153,82.5,16.8,154
12-04-2025 16:55:04,142,82.5,16.1,154
12-04-2025 16:55:05,176,83.5,17.7,154
12-04-2025 16:55:06,169,85,17.4,155
12-04-2025 16:55:07,169,85,17.4,155
12-04-2025 16:55:08,111,85,14.5,155
12-04-2025 16:55:09,94,83.5,13.6,155
12-04-2025 16:55:10,141,79.5,16.1,154
12-04-2025 16:55:11,129,77.5,15.4,154
12-04-2025 16:55:12,129,77.5,15.4,154
12-04-2025 16:55:13,147,74.5,16.3,154
12-04-2025 16:55:14,191,73.5,18.3,154
12-04-2025 16:55:15,191,73.5,18.3,154
12-04-2025 16:55:16,184,78.5,17.9,154
12-04-2025 16:55:17,170,83,17.4,154
12-04-2025 16:55:18,170,83,17.4,155
12-04-2025 16:55:19,107,86.5,14.3,155
12-04-2025 16:55:20,99,85,13.9,155
12-04-2025 16:55:21,99,85,13.9,155
12-04-2025 16:55:22,143,83,16.3,155
12-04-2025 16:55:23,168,81.5,17.2,156
12-04-2025 16:55:24,168,81.5,17.2,155
12-04-2025 16:55:25,137,81,15.9,155
12-04-2025 16:55:26,137,79,15.9,155
12-04-2025 16:55:27,137,79,15.9,156
12-04-2025 16:55:28,182,78.5,17.9,156
12-04-2025 16:55:29,165,80.5,17.2,157
12-04-2025 16:55:30,165,80.5,17.2,157
12-04-2025 16:55:31,202,82,18.6,157
12-04-2025 16:55:32,173,83.5,17.4,158
12-04-2025 16:55:33,173,83.5,17.4,159
12-04-2025 16:55:34,107,81.5,14.3,159
12-04-2025 16:55:35,149,79.5,16.6,160
12-04-2025 16:55:36,149,79.5,16.6,161
12-04-2025 16:55:37,196,77.5,18.3,161
12-04-2025 16:55:38,201,79.5,18.6,162
12-04-2025 16:55:39,201,79.5,18.6,162
12-04-2025 16:55:40,170,81.5,17.4,162
12-04-2025 16:55:41,154,82.5,16.8,162
12-04-2025 16:55:42,147,83,16.3,163
12-04-2025 16:55:43,155,83,16.8,163
12-04-2025 16:55:44,152,82.5,16.6,163
12-04-2025 16:55:45,152,82.5,16.6,163
12-04-2025 16:55:46,122,80.5,15.2,164
12-04-2025 16:55:47,145,78,16.3,164
12-04-2025 16:55:48,145,78,16.3,165
12-04-2025 16:55:49,166,78,17.2,165
12-04-2025 16:55:50,149,77,16.6,165
12-04-2025 16:55:51,168,76,17.2,165
12-04-2025 16:55:52,168,76,17.2,165
12-04-2025 16:55:53,219,79.5,19.2,165
12-04-2025 16:55:54,187,81.5,18.1,166
12-04-2025 16:55:55,140,84.5,16.1,166
12-04-2025 16:55:56,144,84.5,16.3,165
12-04-2025 16:55:57,144,84.5,16.3,165
12-04-2025 16:55:58,134,84,15.9,166
12-04-2025 16:55:59,153,83,16.8,166
12-04-2025 16:56:00,153,83,16.8,166
12-04-2025 16:56:01,159,81.5,17,166
12-04-2025 16:56:02,172,81,17.4,166
12-04-2025 16:56:03,172,81,17.4,166
12-04-2025 16:56:04,174,81.5,17.7,166
12-04-2025 16:56:05,164,82,17.2,166
12-04-2025 16:56:06,164,82,17.2,166
12-04-2025 16:56:07,180,82.5,17.9,167
12-04-2025 16:56:08,128,81,15.4,167
12-04-2025 16:56:09,128,81,15.4,167
12-04-2025 16:56:10,179,81,17.7,167
12-04-2025 16:56:11,176,81,17.7,166
12-04-2025 16:56:12,176,81,17.7,166
12-04-2025 16:56:13,152,81.5,16.6,167
12-04-2025 16:56:14,153,81.5,16.8,167
12-04-2025 16:56:15,153,81.5,16.8,167
12-04-2025 16:56:16,179,82,17.7,167
12-04-2025 16:56:17,154,82.5,16.8,168
12-04-2025 16:56:18,154,82.5,16.8,168
12-04-2025 16:56:19,158,81.5,17,169
12-04-2025 16:56:20,152,81,16.6,169
12-04-2025 16:56:21,152,81,16.6,169
12-04-2025 16:56:22,146,81,16.3,170
12-04-2025 16:56:23,162,82,17,170
12-04-2025 16:56:24,162,82,17,170
12-04-2025 16:56:25,143,81.5,16.3,171
12-04-2025 16:56:26,158,81.5,17,170
12-04-2025 16:56:27,161,81,17,171
12-04-2025 16:56:28,161,81,17,171
12-04-2025 16:56:29,144,79,16.3,171
12-04-2025 16:56:30,169,78.5,17.4,171
12-04-2025 16:56:31,169,78.5,17.4,170
12-04-2025 16:56:32,208,78.5,18.8,170
12-04-2025 16:56:33,167,78.5,17.2,170
12-04-2025 16:56:34,167,78.5,17.2,169
12-04-2025 16:56:35,166,78,17.2,169
12-04-2025 16:56:36,192,77.5,18.3,169
12-04-2025 16:56:37,192,77.5,18.3,169
12-04-2025 16:56:38,183,78.5,17.9,169
12-04-2025 16:56:39,173,79,17.4,169
12-04-2025 16:56:40,173,79,17.4,169
12-04-2025 16:56:41,178,80,17.7,170
12-04-2025 16:56:42,164,79.5,17.2,170
12-04-2025 16:56:43,164,79.5,17.2,170
12-04-2025 16:56:44,184,80,17.9,170
12-04-2025 16:56:45,159,79.5,17,170
12-04-2025 16:56:46,159,79.5,17,171
12-04-2025 16:56:47,193,79.5,18.3,171
12-04-2025 16:56:48,136,81,15.9,171
12-04-2025 16:56:49,173,79.5,17.4,170
12-04-2025 16:56:50,173,79.5,17.4,171
12-04-2025 16:56:51,186,80,18.1,171
12-04-2025 16:56:52,150,79,16.6,171
12-04-2025 16:56:53,150,79,16.6,171
12-04-2025 16:56:54,155,79.5,16.8,172
12-04-2025 16:56:55,190,79.5,18.1,172
12-04-2025 16:56:56,191,80,18.3,172
12-04-2025 16:56:57,167,81,17.2,172
12-04-2025 16:56:58,167,81,17.2,172
12-04-2025 16:56:59,180,81.5,17.9,172
12-04-2025 16:57:00,173,81.5,17.4,173
12-04-2025 16:57:01,173,81.5,17.4,173
