ParticipantID,ScenarioMode,Date & Time
13,Cooperative,21-04-2025

Current Time,CurrentPower,CurrentCadence,CurrentSpeed,CurrentHeartRate
21-04-2025 18:10:32,67,91.5,11.6,106
21-04-2025 18:10:33,65,93,11.4,108
21-04-2025 18:10:34,65,93,11.4,109
21-04-2025 18:10:35,117,97.5,15,109
21-04-2025 18:10:36,84,100,13,109
21-04-2025 18:10:37,84,100,13,108
21-04-2025 18:10:38,69,102,11.9,106
21-04-2025 18:10:39,69,102.5,11.9,104
21-04-2025 18:10:40,69,102.5,11.9,101
21-04-2025 18:10:41,72,104,12.1,102
21-04-2025 18:10:42,95,104,13.6,102
21-04-2025 18:10:43,95,104,13.6,104
21-04-2025 18:10:44,79,105,12.5,106
21-04-2025 18:10:45,74,106,12.1,107
21-04-2025 18:10:46,76,106,12.3,109
21-04-2025 18:10:47,76,106,12.3,111
21-04-2025 18:10:48,77,106,12.3,112
21-04-2025 18:10:49,74,105.5,12.1,114
21-04-2025 18:10:50,66,105.5,11.6,116
21-04-2025 18:10:51,87,104.5,13.2,117
21-04-2025 18:10:52,87,104.5,13.2,118
21-04-2025 18:10:53,98,104.5,13.9,119
21-04-2025 18:10:54,110,105,14.5,119
21-04-2025 18:10:55,106,106,14.3,121
21-04-2025 18:10:56,106,106,14.3,121
21-04-2025 18:10:57,79,106.5,12.5,122
21-04-2025 18:10:58,97,107,13.6,122
21-04-2025 18:10:59,96,107.5,13.6,123
21-04-2025 18:11:00,69,107.5,11.9,123
21-04-2025 18:11:01,69,107.5,11.9,124
21-04-2025 18:11:02,73,107.5,12.1,125
21-04-2025 18:11:03,95,107,13.6,125
21-04-2025 18:11:04,112,107.5,14.5,126
21-04-2025 18:11:05,112,107.5,14.5,127
21-04-2025 18:11:06,97,109,13.6,127
21-04-2025 18:11:07,74,109.5,12.1,128
21-04-2025 18:11:08,88,109.5,13.2,128
21-04-2025 18:11:09,71,110.5,11.9,128
21-04-2025 18:11:10,71,110.5,11.9,129
21-04-2025 18:11:11,54,109.5,10.5,128
21-04-2025 18:11:12,73,108.5,12.1,128
21-04-2025 18:11:13,73,108.5,12.1,128
21-04-2025 18:11:14,102,108,14.1,128
21-04-2025 18:11:15,94,108.5,13.6,128
21-04-2025 18:11:16,94,108.5,13.6,127
21-04-2025 18:11:17,72,108.5,12.1,127
21-04-2025 18:11:18,75,108,12.3,127
21-04-2025 18:11:19,75,108,12.3,127
21-04-2025 18:11:20,87,107.5,13.2,127
21-04-2025 18:11:21,72,107,12.1,128
21-04-2025 18:11:22,72,107,12.1,128
21-04-2025 18:11:23,114,106,14.8,129
21-04-2025 18:11:24,132,106,15.7,129
21-04-2025 18:11:25,94,107,13.6,129
21-04-2025 18:11:26,93,106,13.4,130
21-04-2025 18:11:27,93,106,13.4,130
21-04-2025 18:11:28,95,105.5,13.6,129
21-04-2025 18:11:29,110,105.5,14.5,129
21-04-2025 18:11:30,105,105.5,14.3,129
21-04-2025 18:11:31,105,105.5,14.3,131
21-04-2025 18:11:32,95,105.5,13.6,132
21-04-2025 18:11:33,109,105,14.5,134
21-04-2025 18:11:34,109,105,14.5,135
21-04-2025 18:11:35,106,105.5,14.3,137
21-04-2025 18:11:36,101,106.5,14.1,137
21-04-2025 18:11:37,101,106.5,14.1,137
21-04-2025 18:11:38,100,107,13.9,136
21-04-2025 18:11:39,91,107.5,13.4,136
21-04-2025 18:11:40,91,107.5,13.4,135
21-04-2025 18:11:41,101,107,14.1,135
21-04-2025 18:11:42,82,107,12.8,133
21-04-2025 18:11:43,87,106.5,13.2,133
21-04-2025 18:11:44,87,106.5,13.2,133
21-04-2025 18:11:45,96,107,13.6,133
21-04-2025 18:11:46,100,107,13.9,133
21-04-2025 18:11:47,104,107,14.1,134
21-04-2025 18:11:48,78,106,12.5,134
21-04-2025 18:11:49,78,106,12.5,134
21-04-2025 18:11:50,110,105.5,14.5,134
21-04-2025 18:11:51,108,105.5,14.3,133
21-04-2025 18:11:52,108,105.5,14.3,132
21-04-2025 18:11:53,113,106,14.8,132
21-04-2025 18:11:54,126,106.5,15.4,132
21-04-2025 18:11:55,86,107,13,134
21-04-2025 18:11:56,76,106.5,12.3,135
21-04-2025 18:11:57,87,105.5,13.2,135
21-04-2025 18:11:58,87,105.5,13.2,136
21-04-2025 18:11:59,117,104.5,15,135
21-04-2025 18:12:00,101,105,14.1,135
21-04-2025 18:12:01,101,105,14.1,134
21-04-2025 18:12:02,99,105.5,13.9,134
21-04-2025 18:12:03,97,106,13.6,134
21-04-2025 18:12:04,97,106,13.6,134
21-04-2025 18:12:05,116,106.5,14.8,135
21-04-2025 18:12:06,81,106.5,12.8,135
21-04-2025 18:12:07,81,106.5,12.8,136
21-04-2025 18:12:08,91,106,13.4,137
21-04-2025 18:12:09,106,104.5,14.3,137
21-04-2025 18:12:10,106,104.5,14.3,138
21-04-2025 18:12:11,109,104.5,14.5,138
21-04-2025 18:12:12,99,105,13.9,139
21-04-2025 18:12:13,99,105,13.9,139
21-04-2025 18:12:14,99,105.5,13.9,139
21-04-2025 18:12:15,95,106,13.6,139
21-04-2025 18:12:16,95,106,13.6,139
21-04-2025 18:12:17,95,105.5,13.6,139
21-04-2025 18:12:18,104,105,14.1,140
21-04-2025 18:12:19,104,105,14.1,140
21-04-2025 18:12:20,94,105,13.6,140
21-04-2025 18:12:21,101,104.5,14.1,141
21-04-2025 18:12:22,101,104.5,14.1,142
21-04-2025 18:12:23,148,104,16.6,143
21-04-2025 18:12:24,144,105,16.3,143
21-04-2025 18:12:25,144,105,16.3,144
21-04-2025 18:12:26,118,106,15,143
21-04-2025 18:12:27,133,108,15.7,143
21-04-2025 18:12:28,133,108,15.7,143
21-04-2025 18:12:29,90,109,13.2,143
21-04-2025 18:12:30,117,109,15,143
21-04-2025 18:12:31,117,109,15,143
21-04-2025 18:12:32,88,108.5,13.2,143
21-04-2025 18:12:33,128,108.5,15.4,143
21-04-2025 18:12:34,128,108.5,15.4,144
21-04-2025 18:12:35,117,109,15,144
21-04-2025 18:12:36,113,109,14.8,145
21-04-2025 18:12:37,106,108.5,14.3,145
21-04-2025 18:12:38,87,108,13.2,146
21-04-2025 18:12:39,126,108,15.4,146
21-04-2025 18:12:40,126,108,15.4,146
21-04-2025 18:12:41,102,107.5,14.1,146
21-04-2025 18:12:42,137,107,15.9,146
21-04-2025 18:12:43,123,107,15.2,146
21-04-2025 18:12:44,122,107.5,15.2,145
21-04-2025 18:12:45,99,108,13.9,146
21-04-2025 18:12:47,103,107.5,14.1,146
21-04-2025 18:12:48,139,107.5,16.1,147
21-04-2025 18:12:49,139,107.5,16.1,148
21-04-2025 18:12:50,142,108.5,16.1,148
21-04-2025 18:12:51,135,110.5,15.9,149
21-04-2025 18:12:52,109,112,14.5,150
21-04-2025 18:12:53,132,112.5,15.7,151
21-04-2025 18:12:54,132,112.5,15.7,151
21-04-2025 18:12:55,91,113,13.4,152
21-04-2025 18:12:56,94,113,13.6,152
21-04-2025 18:12:57,94,113,13.6,153
21-04-2025 18:12:58,112,112.5,14.5,152
21-04-2025 18:12:59,118,112.5,15,153
21-04-2025 18:13:00,118,112.5,15,152
21-04-2025 18:13:01,91,110.5,13.4,153
21-04-2025 18:13:02,124,109,15.2,152
21-04-2025 18:13:03,124,109,15.2,152
21-04-2025 18:13:04,129,108.5,15.4,152
21-04-2025 18:13:05,102,109,14.1,151
21-04-2025 18:13:06,102,109,14.1,151
21-04-2025 18:13:07,107,108.5,14.3,152
21-04-2025 18:13:08,104,107.5,14.1,152
21-04-2025 18:13:09,104,107.5,14.1,152
21-04-2025 18:13:10,137,107,15.9,152
21-04-2025 18:13:11,146,107.5,16.3,152
21-04-2025 18:13:12,146,107.5,16.3,152
21-04-2025 18:13:13,116,108.5,14.8,153
21-04-2025 18:13:14,127,109.5,15.4,153
21-04-2025 18:13:15,127,109.5,15.4,154
21-04-2025 18:13:16,107,110.5,14.3,154
21-04-2025 18:13:17,121,111.5,15.2,155
21-04-2025 18:13:18,121,111.5,15.2,155
21-04-2025 18:13:19,106,111.5,14.3,155
21-04-2025 18:13:20,85,111,13,155
21-04-2025 18:13:21,85,111,13,155
21-04-2025 18:13:22,83,107,12.8,155
21-04-2025 18:13:23,143,103.5,16.3,154
21-04-2025 18:13:24,143,103.5,16.3,154
21-04-2025 18:13:25,164,102,17.2,154
21-04-2025 18:13:26,183,103,17.9,154
21-04-2025 18:13:27,183,103,17.9,154
21-04-2025 18:13:28,153,104.5,16.8,154
21-04-2025 18:13:29,125,106,15.4,155
21-04-2025 18:13:30,125,106,15.4,155
21-04-2025 18:13:31,131,107.5,15.7,155
21-04-2025 18:13:32,131,108,15.7,156
21-04-2025 18:13:33,128,109,15.4,156
21-04-2025 18:13:34,128,109,15.4,156
21-04-2025 18:13:35,129,110,15.4,157
