ParticipantID,ScenarioMode,Date & Time
8,Competitive,16-04-2025

Current Time,CurrentPower,CurrentCadence,CurrentSpeed,CurrentHeartRate
16-04-2025 15:18:18,172,60,17.4,77
16-04-2025 15:18:19,182,62.5,17.9,78
16-04-2025 15:18:20,165,66,17.2,80
16-04-2025 15:18:21,165,66,17.2,83
16-04-2025 15:18:22,120,67.5,15,84
16-04-2025 15:18:23,133,67.5,15.7,88
16-04-2025 15:18:24,138,67.5,15.9,92
16-04-2025 15:18:25,129,67,15.4,95
16-04-2025 15:18:26,161,67,17,97
16-04-2025 15:18:28,179,69.5,17.7,100
16-04-2025 15:18:29,179,69.5,17.7,101
16-04-2025 15:18:30,137,70,15.9,102
16-04-2025 15:18:31,133,70,15.7,102
16-04-2025 15:18:32,133,70,15.7,103
16-04-2025 15:18:33,139,70.5,16.1,104
16-04-2025 15:18:34,117,70,15,104
16-04-2025 15:18:35,164,69.5,17.2,104
16-04-2025 15:18:36,182,71,17.9,106
16-04-2025 15:18:37,145,72,16.3,107
16-04-2025 15:18:38,145,72,16.3,109
16-04-2025 15:18:39,174,72,17.7,109
16-04-2025 15:18:40,147,73.5,16.3,110
16-04-2025 15:18:41,130,73.5,15.7,110
16-04-2025 15:18:42,130,73.5,15.7,110
16-04-2025 15:18:43,122,73.5,15.2,109
16-04-2025 15:18:44,102,71.5,14.1,109
16-04-2025 15:18:45,154,70,16.8,109
16-04-2025 15:18:46,188,72,18.1,109
16-04-2025 15:18:47,188,72,18.1,110
16-04-2025 15:18:48,144,74.5,16.3,111
16-04-2025 15:18:49,120,74,15,112
16-04-2025 15:18:50,119,73,15,112
16-04-2025 15:18:51,117,71.5,15,112
16-04-2025 15:18:52,117,71.5,15,111
16-04-2025 15:18:53,154,72,16.8,110
16-04-2025 15:18:54,183,72.5,17.9,110
16-04-2025 15:18:55,165,74,17.2,110
16-04-2025 15:18:56,165,74,17.2,111
16-04-2025 15:18:57,119,74.5,15,113
16-04-2025 15:18:58,156,74.5,16.8,114
16-04-2025 15:18:59,139,75.5,16.1,114
16-04-2025 15:19:00,125,75,15.4,116
16-04-2025 15:19:01,140,74.5,16.1,116
16-04-2025 15:19:02,140,74.5,16.1,115
16-04-2025 15:19:03,154,73.5,16.8,113
16-04-2025 15:19:04,140,74.5,16.1,111
16-04-2025 15:19:05,121,73.5,15.2,111
16-04-2025 15:19:06,121,73.5,15.2,111
16-04-2025 15:19:07,126,71.5,15.4,111
16-04-2025 15:19:08,176,71,17.7,111
16-04-2025 15:19:09,169,73,17.4,111
16-04-2025 15:19:10,143,73,16.3,111
