ParticipantID,ScenarioMode,Date & Time
15,Baseline,22-04-2025

Current Time,CurrentPower,CurrentCadence,CurrentSpeed,CurrentHeartRate
22-04-2025 13:36:41,50,66.5,10.1,97
22-04-2025 13:36:42,54,68.5,10.5,97
22-04-2025 13:36:43,115,73,14.8,97
22-04-2025 13:36:44,70,76,11.9,98
22-04-2025 13:36:45,68,78,11.6,98
22-04-2025 13:36:46,55,80,10.5,98
22-04-2025 13:36:47,46,81.5,9.6,98
22-04-2025 13:36:48,48,83,9.8,98
22-04-2025 13:36:49,41,82,9.2,98
22-04-2025 13:36:50,41,82,9.2,98
22-04-2025 13:36:51,41,83,9.2,98
22-04-2025 13:36:52,49,83.5,10.1,98
22-04-2025 13:36:53,49,83.5,10.1,99
22-04-2025 13:36:54,18,81.5,5.6,100
22-04-2025 13:36:55,16,69,5.1,101
22-04-2025 13:36:56,16,69,5.1,103
22-04-2025 13:36:57,58,78.5,10.7,104
22-04-2025 13:36:58,67,79.5,11.6,105
22-04-2025 13:36:59,67,79.5,11.6,107
22-04-2025 13:37:00,65,80,11.4,109
22-04-2025 13:37:01,68,81,11.6,110
22-04-2025 13:37:02,55,82,10.5,112
22-04-2025 13:37:03,68,82.5,11.6,112
22-04-2025 13:37:04,63,83,11.2,112
22-04-2025 13:37:05,63,83,11.2,112
22-04-2025 13:37:06,30,81.5,7.6,114
22-04-2025 13:37:07,30,81.5,7.6,115
22-04-2025 13:37:08,55,81.5,10.5,116
22-04-2025 13:37:09,58,82,10.7,116
22-04-2025 13:37:10,58,82,10.7,116
22-04-2025 13:37:11,90,83,13.2,117
22-04-2025 13:37:12,82,84,12.8,118
22-04-2025 13:37:13,82,84,12.8,118
22-04-2025 13:37:14,56,85,10.7,120
22-04-2025 13:37:15,65,84,11.4,120
22-04-2025 13:37:16,61,83,11.2,120
22-04-2025 13:37:17,119,83.5,15,121
22-04-2025 13:37:18,34,84.5,8.3,121
22-04-2025 13:37:19,34,84.5,8.3,121
22-04-2025 13:37:20,53,82,10.3,123
22-04-2025 13:37:21,56,81,10.7,123
22-04-2025 13:37:22,63,78,11.2,123
22-04-2025 13:37:23,62,76.5,11.2,124
22-04-2025 13:37:24,62,76.5,11.2,125
22-04-2025 13:37:25,71,74,11.9,125
22-04-2025 13:37:26,87,73.5,13.2,124
22-04-2025 13:37:27,87,73.5,13.2,124
